,openInterest,symbol,productGroup,productCode,tradingHoursGlobex,url,tradingHoursClearPort,listedContracts,terminationOfTrading,contractUnit,settlementMethod,vendorCodes,floatingPrice,priceLimitOrCircut,productName,settlementProcedures,blockMinimum,clearing,globex,tradingHours,errorFlag,clearedAs,exchange,positionLimits,minimumPriceFluctuation,exchangeRulebook,floor,volume,priceQuotation,clearPort
0,"1,108",EWN,Energy,"CME Globex: EWN
CME ClearPort: EWN
Clearing: EWN",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/east-west-naphtha-japan-cf-vs-cargoes-cif-nwe-spread-platts-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),36 consecutive months,Trading shall cease on the last business day of the contract month.,"1,000 metric tons",Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the arithmetic average of the high and low quotations from the Platts for Naphtha under the heading ※C&F Japan§ minus the arithmetic average of the high and low quotations from the Platts European Marketscan for Northwest Europe Naphtha Physical under the heading ""Cargoes CIF NWE Basis ARA"" for each business day that it is determined during the contract month.",,East-West Naphtha: Japan C&F vs. Cargoes CIF NWE Spread (Platts) Futures,,Block Minimum Thresholds,EWN,EWN,,,Futures,NYMEX,NYMEX Position Limits,$0.001 per metric ton,NYMEX 214,-,17,U.S. dollars and cents per metric ton,EWN
0,"1,761",EXR,Energy,"CME Globex: EXR
CME ClearPort: EXR
Clearing: EXR",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/rbob-gasoline-vs-euro-bob-oxy-argus-nwe-barges-1000mt-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),36 Consecutive Months,Trading shall cease on the last business day of the contract month.,"350,000 gallons (1,000 metric tons)",Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the arithmetic average of the RBOB Gasoline Futures first nearby contract month settlement price minus the high and low quotations from Argus Media for Eurobob-Oxy NWE Barges for each business day during the contract month (using non-common pricing). For purposes of determining the Floating Price, the Euro-bob Oxy assessment price will be converted each day to U.S. dollars and cents per gallon, using the conversion factor of 8.33 barrels per metric ton, and 42 gallons per barrel.",,"RBOB Gasoline vs. Euro-bob Oxy NWE Barges (Argus) (350,000 gallons) Futures",,Block Minimum Thresholds,EXR,EXR,,,Futures,NYMEX,NYMEX Position Limits,$0.0001 per Gallon,NYMEX 1090,-,200,U.S. Dollars and Cents per Gallon,EXR
0,0,F1E,Interest Rate,"CME Globex: F1E
CME ClearPort: F1E
Clearing: F1E",,http://www.cmegroup.com/trading/interest-rates/mac-swap-futures/5-year-eur-mac-swap_contract_specifications.html,,"March Quarterly cycle (March, June, September, December)",Second TARGET Settlement Day before 3rd Wednesday of futures Delivery Month. Trading in expiring contracts terminates at 5:15pm Central Europe time (typically 10:15am Chicago time on the last trading day).,"?1,000 per point (?100,000 per contract)",Deliverable,Quote Vendor Symbols Listing,,Price Limits,5-Year Euro MAC Swap Futures,"Physical delivery of IRS that meets Delivery Standard. Clearing Acceptance Date and Clearing Effective Date = First CME Clearing Business Day preceding 3rd Wednesday of Delivery Month.

Delivery invoice price = IRS Initial Payment Amount, as determined by contract final settlement price, P:

If P > 100, then IRS Floating Rate Payer pays, and IRS Fixed Rate Payer receives,

?1,000 x ( P 每 100 ) per contract, rounded to nearest penny.

If P ≒ 100, then IRS Fixed Rate Payer pays, and IRS Floating Rate Payer receives,

?1,000 x ( 100 每 P ) per contract, rounded to nearest penny.

Euro Deliverable Interest Rate Swap Futures Settlement Procedures",Block Minimum Thresholds,F1E,F1E,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m.,,Futures,CBOT,CBOT Position Limits,0.01 points (?10 per contract),CBOT 56,-,0,"Prices are made in terms of price points: 100 points plus net present value (NPV) of IRS that meets Delivery Standard, where NPV is present value of IRS fixed-rate payments minus present value of IRS floating-rate payments as of 3rd Wednesday of Delivery Month. Par is on the basis of 100 points.",F1E
0,"22,641",F1U,Interest Rate,"CME Globex: F1U
CME ClearPort: F1U
Clearing: F1U",,http://www.cmegroup.com/trading/interest-rates/mac-swap-futures/5-year-usd-mac-swap_contract_specifications.html,,"March Quarterly cycle (March, June, September, December)",Second London business day before 3rd Wednesday of futures Delivery Month. Trading in expiring contracts closes at 2:00 p.m. on the last trading day.,"$1,000 per point ($100,000 per contract)",Deliverable,Quote Vendor Symbols Listing,,Price Limits,5-Year USD MAC Swap Futures,"Physical delivery of IRS that meets Delivery Standard. Clearing Acceptance Date and Clearing Effective Date = First CME Clearing Business Day preceding 3rd Wednesday of Delivery Month.

Delivery invoice price = IRS Initial Payment Amount, as determined by contract final settlement price, P:

If P > 100, then IRS Floating Rate Payer pays, and IRS Fixed Rate Payer receives,

$1,000 x ( P 每 100 ) per contract, rounded to nearest penny.

If P ≒ 100, then IRS Fixed Rate Payer pays, and IRS Floating Rate Payer receives,

$1,000 x ( 100 每 P ) per contract, rounded to nearest penny.

Daily Deliverable Interest Rate Swap Futures Settlement Procedures",Block Minimum Thresholds,F1U,F1U,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m.,,Futures,CBOT,CBOT Position Limits,"One-half of one thirty-second (1/32) of one point ($15.625, rounded to the nearest cent per contract), except for intermonth spreads, where the minimum price fluctuation is one-quarter of one thirty-second of one point ($7.8125 per contract)",CBOT 52,-,218,"Prices are made in terms of price points: 100 points plus net present value (NPV) of IRS that meets Delivery Standard, where NPV is present value of IRS fixed-rate payments minus present value of IRS floating-rate payments as of 3rd Wednesday of Delivery Month. Par is on the basis of 100 points.",F1U
0,0,FBD,Energy,"CME Globex: FBD
CME ClearPort: FBD
Clearing: FBD",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/fame-0-argus-biodiesel-fob-rdam-red-compliant-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),24 consecutive months,Trading shall cease on the last business day of the contract month.,100 metric tons,Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the arithmetic average of the mid-point of the bid and ask quotations from Argus Biofuels publication for FAME 0 under the heading ""RED Compliant FAME 0 fob Rotterdam"" for each business day that the Floating Price is determined during the contract month.",,FAME 0 Biodiesel FOB Rdam (Argus) (RED Compliant) Futures,,Block Minimum Thresholds,FBD,FBD,,,Futures,NYMEX,NYMEX Position Limits,$0.001 per metric ton,NYMEX 1147,-,0,U.S. dollars and cents per metric ton,FBD
0,0,FBT,Energy,"CME Globex: FBT
CME ClearPort: FBT
Clearing: FBT",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/fame-0-biodiesel-argus-fob-rotterdam-red-compliant-vs-ice-gasoil-spread-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),Monthly contracts shall be listed for the current year plus 1 year.,Trading shall cease on the last business day of the contract month.,100 metric tons,Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the arithmetic average of the mid-point of the bid and ask quotations from Argus Biofuels publication for FAME 0 under the heading ""RED Compliant FAME 0 fob Rotterdam"" for each business day that such quotation is determined during the contract month minus the arithmetic average of the ICE Low Sulphur Gasoil Futures first nearby contract month settlement price for each business day that it is determined during the contract month, except as noted below.

The settlement price of the 1st nearby ICE Low Sulphur Gasoil Futures contract month will be used except on the last day of trading for the expiring ICE Low Sulphur Gasoil Futures contract when the settlement price of the 2nd nearby ICE Low Sulphur Gasoil Futures contract month will be used.

The Floating Price is calculated using the non-common pricing convention. In calculating the spread differential, the monthly average for each component leg of the spread shall be calculated by using all trading days in the month for each component leg of the spread, followed by the calculation of the spread differential between the two averages.",,FAME 0 Biodiesel FOB Rdam (Argus) (RED Compliant) vs. Low Sulphur Gasoil Futures,,Block Minimum Thresholds,FBT,FBT,,,Futures,NYMEX,NYMEX Position Limits,$0.001 per metric ton,NYMEX 1148,-,0,U.S. dollars and cents per metric ton,FBT
0,564,FEW,Energy,"CME Globex: FEW
CME ClearPort: EW
Clearing: EW",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/eastwest-arb-singapore-180cst-vs-rotterdam-35pct-fuel-oil-spread-swap_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),Monthly contracts shall be listed for the current calendar year plus a further 5 consecutive calendar years. An additional 12 monthly contracts shall be added on the 1st business day of January each year.,Trading ceases on the last business day of the contract month.,"1,000 metric tons",Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the arithmetic average of the high and low quotations from the Platts Asia-Pacific Marketscan for Singapore 180cst Residual Fuel (Waterborne Cargo) price minus the arithmetic average of the high and low quotations from the Platts European Marketscan for 3.5% Fuel Oil under the heading ""Barges FOB Rotterdam"" for each business day during the contract month (using Non-common pricing).",,East-West Fuel Oil Spread (Platts) Futures,,Block Minimum Thresholds,EW,FEW,,,Futures,NYMEX,NYMEX Position Limits,$0.001 per metric ton,NYMEX 666,-,0,U.S. dollars and cents per metric ton,EW
0,,FIN,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,0,FL,Energy,"CME Globex: FL
CME ClearPort: FL
Clearing: FL",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/35pct-fuel-oil-fob-mediterranean-crack-spread-swap_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),???The current year and the next 2 years. A new calendar year will be added following the termination of trading in the December contract of the current year.???,Trading ceases on the last business day of the contract month.,"1,000 barrels",Financially Settled,Quote Vendor Symbols Listing,"""The Floating Price for each contract month is equal to the arithmetic average of the mid-point of the high and low quotations from the Platts European Marketscan for 3.5% Fuel Oil under the heading """"Cargoes FOB Med Basis Italy"""" minus the ICE Brent Crude Oil Futures first nearby contract settlement price for each business day during the contract month (using Non-common pricing), except as set forth in Section (B) below.

For purposes of determining the Floating Price, the Platts Fuel Oil assessment price will be converted each day to U.S. dollars and cents per barrel, rounded to the nearest cent. The conversion factor will be 6.35 barrels per metric ton.

(B) The settlement price of the first nearby contract month for will be used except on the last day of trading for the expiring Brent Crude Oil Futures contract when the settlement price of the second nearby Brent contract will be used.""",,3.5% Fuel Oil Cargoes FOB MED (Platts) Crack Spread Futures,,Block Minimum Thresholds,FL,FL,,,Futures,NYMEX,NYMEX Position Limits,$0.001 per barrel,NYMEX 735,-,0,U.S. dollars and cents per barrels,FL
0,,FLP,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,"18,746",FO,Energy,"CME Globex: FO
CME ClearPort: FO
Clearing: FO",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/northwest-europe-nwe-35pct-fuel-oil-rottderdam-crack-spread-swap_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),5 consecutive years listed yearly,Trading ceases on the last business day of the contract month.,"1,000 barrels",Financially Settled,Quote Vendor Symbols Listing,"""The Floating Price for each contract month is equal to the arithmetic average of the mid-point of the high and low quotations from Platts European Marketscan for 3.5% Fuel Oil under the heading """"Barges FOB Rotterdam"""" minus the Brent Crude Oil (ICE) Futures first nearby contract settlement price for each business day during the contract month (using Non-common pricing), except as set forth in Section (B) below.

For purposes of determining the Floating Price, the Platts Fuel Oil assessment price will be converted each day to U.S. dollars and cents per barrel, rounded to the nearest cent. The conversion factor will be 6.35 barrels per metric ton.

(B) The settlement price of the first nearby contract month for will be used except on the last day of trading for the expiring Brent Crude Oil Futures contract when the settlement price of the second nearby Brent contract will be used.""",,3.5% Fuel Oil Barges FOB Rdam (Platts) Crack Spread Futures,,Block Minimum Thresholds,FO,FO,,,Futures,NYMEX,NYMEX Position Limits,$0.001 per barrel,NYMEX 726,-,120,U.S. dollars and cents per barrels,FO
0,"1,978",FOC,Energy,"CME Globex: FOC
CME ClearPort: FOC
Clearing: FOC",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/ny-3pt0pct-fuel-oil-vs-gulf-coast-no-6-fuel-oil-3pt0pct-platts-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),Monthly contracts listed for 36 consecutive months,Trading shall cease on the last business day of the contract month.,"1,000 barrels",Financially Settled,Quote Vendor Symbols Listing,"For all contract months prior to January 2017  The Floating Price for each contract month is equal to the arithmetic average of the high and low quotations from Platts Oilgram Price Report for New York No. 6 3.0%S Max Fuel Oil (Waterborne Cargo) minus the high and low quotations from Platts Oilgram Price Report for Gulf Coast No. 6 3.0%S (Waterborne) Fuel Oil price assessment for each business day that both are determined during the contract month.

For all contract months commencing with January 2017 and beyond  The Floating Price for each contract month is equal to the arithmetic average of the high and low quotations from Platts Oilgram Price Report for New York No. 6 3.0%S Max Fuel Oil (Waterborne Cargo) minus the high and low quotations from Platts Oilgram Price Report for Gulf Coast HSFO price assessment for each business day that both are determined during the contract month.",,NY 3.0% Fuel Oil (Platts) vs. Gulf Coast HSFO (Platts) Futures,,Block Minimum Thresholds,FOC,FOC,,,Futures,NYMEX,NYMEX Position Limits,$0.001 per barrel,NYMEX 1086,-,0,U.S. dollars and cents per barrel,FOC
0,0,FPN,Energy,"CME Globex: FPN
CME ClearPort: FP
Clearing: FP",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/natural-gas/florida-gas-zone-3-natural-gas-basis-swap-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),Current year plus next five years,Trading shall cease on the last business day of the month prior to the contract month.,"2,500 MMBtu",Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month will be equal to the Platts Inside FERC's Gas Market Report (""Platts IFERC"") Florida Gas Transmission Co. Zone 3 Index (""Index"") published  in the first regular issue of the contract month minus the Henry Hub Natural Gas Futures contract final settlement price for the corresponding contract month.",,"Florida Gas, Zone 3 Natural Gas (Platts IFERC) Basis Futures",,Block Minimum Thresholds,FP,FPN,,,Futures,NYMEX,NYMEX Position Limits,$0.0001 per MMBtu,NYMEX 806,-,0,U.S. dollars and cents per MMBtu,FP
0,,FQK,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,0,FRC,Energy,"CME Globex: FRC
CME ClearPort: FRC
Clearing: FRC",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/freight/freight-route-tc14-baltic-futures_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),24 months,last business day of the month,"1,000 metric tons",Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the arithmetic average of the rates for each business day that the TC14 Tanker Route (for 38,000 metric tons US Gulf to Continent Europe) is published by the Baltic Exchange over the contract month. If for any reason the Baltic Exchange cannot provide any rate required for establishing the Floating Price, then the Forward Freight Agreement Brokers Association (FFABA) may be instructed by either party to form a panel to establish any rate which will be binding on both parties.",,Freight Route TC14 (Baltic) Futures,,Block Minimum Thresholds,FRC,FRC,,,Futures,NYMEX,NYMEX Position Limits,$0.0001 per metric ton,NYMEX 1103,-,0,US $ per metric ton,FRC
0,"1,123",FSS,Energy,"CME Globex: FSS
CME ClearPort: FS
Clearing: FS",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/refined-products/fuel-oil-diff-1pct-nwe-cargoes-vs-35pct-barges-swap_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),52 consecutive months,Trading ceases on the last business day of the contract month.,"1,000 metric tons",Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the arithmetic average of the mid-point of the high and low quotations from the Platts European Marketscan for 1% Fuel Oil under the heading ""Cargoes FOB NWE"" minus the mid-point of the high and low quotations from Platts European Marketscan for 3.5% Fuel Oil under the heading ""Barges FOB Rotterdam"" for each business day during the contract month (using Non-common pricing)",,1% Fuel Oil Cargoes FOB NWE (Platts) vs. 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures,,Block Minimum Thresholds,FS,FSS,,,Futures,NYMEX,NYMEX Position Limits,$0.001 per metric ton,NYMEX 665,-,0,U.S. dollars and cents per metric ton,FS
0,73,FT1,Equities,"CME Globex: FT1
CME ClearPort: FT1
Clearing: FT1
BTIC: FTT",,http://www.cmegroup.com/trading/equity-index/international-index/e-mini-ftse-100-index_contract_specifications.html,,"Five months in the March Quarterly Cycle (Mar, Jun, Sep, Dec)",Trading terminates on the third Friday of the contract month, ?10 x FTSE 100 Index,Financially Settled,Quote Vendor Symbols Listing,,Price Limits ,E-mini FTSE 100 Index (GBP) Futures,Settlement Procedures,Block Minimim Thresholds,FT1,FT1,"CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET)

BTIC: Sunday - Friday 8:00 p.m. - 10:30 a.m. or 11:30 a.m. ET (16:30 London Time)

Clearport: Sunday - Friday 6:00 p.m. - 5:00 p.m. ET",,Futures,CME,Position Limits,"Outrights: 0.50 index points= ?5.00
Calendar Spreads: 0.25 index points= ?2.50
BTIC: 0.25 index points= ?2.50
 ",CME 387,-,60,,FT1
0,717,FT5,Equities,"CME Globex: FT5
CME ClearPort: FT5
Clearing: FT5
BTIC: FTC",,http://www.cmegroup.com/trading/equity-index/international-index/e-mini-ftse-china-50-index_contract_specifications.html,,"Five months in the March Quarterly Cycle (Mar, Jun, Sep, Dec)",Trading terminates on the third Friday of the contract month at the end of trading on the Hong Kong Exchange Securities Market,$2 x FTSE China 50 Index,Financially Settled,Quote Vendor Symbols Listing,,Price Limit or Circuit Breaker,E-mini FTSE China 50 Index Futures,Settlement Procedures,Block Minimum Thresholds,FT5,FT5,"CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET)

BTIC: Sunday - Friday 6:00 p.m. - 4:00 p.m. ET

Clearport: Sunday - Friday 6:00 p.m. - 5:00 p.m. ET",,Futures,CME,CME Position Limits,"Outright: 5 index points=$10.50
Calendar Spread: 1 index point=$2.00
BTIC: 1 index point=$2.00",CME 388,-,32,,FT5
0,,FTQ,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,0,FTU,Equities,"CME Globex: FTU
CME ClearPort: FTU
Clearing: FTU
BTIC: FTB",,http://www.cmegroup.com/trading/equity-index/international-index/e-mini-usd-denominated-ftse-100-index_contract_specifications.html,,"Five months in the March Quarterly Cycle (Mar, Jun, Sep, Dec)",Trading terminates on the third Friday of the contract month,$50 x FTSE 100 USD Index,Financially Settled,Quote Vendor Symbols Listing,,Price Limits,E-mini USD Denominated FTSE 100 Index Futures,Settlement Procedures,Block Minimum Thresholds,FTU,FTU,"CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET)

BTIC: Sunday - Friday 6:00 p.m. - 4:00 p.m. ET

Clearport: Sunday - Friday 6:00 p.m. - 5:00 p.m. ET",,Futures,CME,CME Position Limits,"Outrights: 0.10 index points (= $5.00)
Calendar Spreads: 0.05 index points (= $2.50)
BTIC: 0.05 index points (= $2.50)
 ",CME 386,-,0,,FTU
0,0,FVB,Energy,"CME Globex: FVB
CME ClearPort: FVB
Clearing: FVB",,http://www.cmegroup.com/trading/energy/refined-products/10pct-fuel-oil-platts-cargoes-fob-nwe-crack-spread-1000mt-swap-futures_contract_specifications.html,,Monthly contracts listed for the current year and the next 4 calendar years.  Monthly contracts for a new calendar year will be added following the termination of trading in the December contract of the current year.,Trading terminates on the last business day of the contract month.,"6,350 barrels (1,000 metic tons)",Financially Settled,Quote Vendor Symbols Listing,"The Floating Price for each contract month is equal to the arithmetic average of the mid-point of the high and low quotations from the Platts European Marketscan for 1.0% Fuel Oil under the heading ""Cargoes FOB NWE"" minus the ICE Brent Crude Oil Futures first nearby contract settlement price for each business day during the contract month (using Non-common pricing).

The settlement price of the first nearby Brent Crude Oil Futures contract month will be used except on the last day of trading for the expiring Brent Crude Oil Futures contract when the settlement price of the second nearby contract month will be used.

For purposes of determining the Floating Price, the Platts Fuel Oil assessment price will be converted each day to U.S. dollars and cents per barrel, rounded to the nearest cent. The conversion factor will be 6.35 barrels per metric ton.",,1.0% Fuel Oil Cargoes FOB NWE (Platts) Crack Spread (1000mt) Futures,,Block Minimum Thresholds,FVB,FVB,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. ET (4:00 p.m. CT),,Futures,NYMEX,NYMEX Position Limits,$0.001 per Barrel,NYMEX 142,-,0,"U.S. Dollars and Cents per Barrel
 ",FVB
0,,FXD,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,FXN,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,26,FZE,Energy,"CME Globex: FZE
CME ClearPort: 71
Clearing: 71",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/energy/ethanol/cbot-ethanol-forward-month-swap_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),"For each listed Ethanol futures contract, a forward month futures is listed, with an expiration date one month prior to the corresponding Ethanol futures contract. I.e., if a March Ethanol futures contract is listed, then a February Ethanol forward month futures would also be listed.",The last business day of the contract month,"14,500 gallons (half of one futures contract)",Financially Settled,Quote Vendor Symbols Listing,,,Ethanol Forward Month Futures,Ethanol Forward Month Futures Settlement Procedures,Block Minimum Thresholds,71,FZE,,,Futures,CBOT,CBOT Position Limits,$0.0001 per gallon ($1.45 per contract),CBOT 16E,-,0,Dollars and cents and hundredths of a cent per gallon.,71
0,,G0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G0K,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G1K,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G2,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G2K,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G3,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G3K,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G4,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G4K,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G5K,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G6,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G7,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G8,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G8K,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G9,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,,G9K,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
0,"436,962",GC,Metals,"CME Globex: GC
CME ClearPort: GC
Clearing: GC
TAS: GCT",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),http://www.cmegroup.com/trading/metals/precious/gold_contract_specifications.html,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT),"Trading is conducted for delivery during the current calendar month; the next two calendar months; any February, April, August, and October falling within a 23-month period; and any June and December falling within a 72-month period beginning with the current month.",Trading terminates on the third last business day of the delivery month.,100 troy ounces,Deliverable,Quote Vendor Symbols Listing,,Price Limits,Gold Futures,Gold Settlement Procedures,Block Minimum Thresholds,GC,GC,,,Futures,COMEX,NYMEX Position Limits,$0.10 per troy ounce,COMEX 113,-,"182,846",U.S. Dollars and Cents per troy ounce,GC
